domain_id,role,opponent,opponent_seen,meta_agent_choice,meta_agent_score,meta_agent_utility,meta_agent_nash,oracle_choice,oracle_score,oracle_utility,oracle_nash,avgbest_score,meta_agrees_oracle,score_AspirationNegotiator,utility_AspirationNegotiator,nash_AspirationNegotiator,score_BoulwareTBNegotiator,utility_BoulwareTBNegotiator,nash_BoulwareTBNegotiator,score_NaiveTitForTatNegotiator,utility_NaiveTitForTatNegotiator,nash_NaiveTitForTatNegotiator,score_TimeBasedConcedingNegotiator,utility_TimeBasedConcedingNegotiator,nash_TimeBasedConcedingNegotiator,score_BOA_Boulware,utility_BOA_Boulware,nash_BOA_Boulware
domain36,A,FirstOfferOrientedTBNegotiator,False,NaiveTitForTatNegotiator,0.8689939036000001,1.0,0.5633130120000001,NaiveTitForTatNegotiator,0.8689939036000001,1.0,0.5633130120000001,0.598780556065793,True,0.4637852506447668,0.5311185614,0.30667419221588926,0.4637852506447668,0.5311185614,0.30667419221588926,0.8689939036000001,1.0,0.5633130120000001,0.4637852506447668,0.5311185614,0.30667419221588926,0.7335531247946644,0.7886830857999999,0.6049165491155484
domain36,B,AspirationNegotiator,True,BoulwareTBNegotiator,0.4651205011017554,0.5374228875,0.2964149328391848,BOA_Boulware,0.771883948592984,0.8245623847,0.6489675976766135,0.49904909037965,False,0.4651205011017554,0.5374228875,0.2964149328391848,0.4651205011017554,0.5374228875,0.2964149328391848,0.32799999999999996,0.4,0.16000000000000003,0.4651205011017554,0.5374228875,0.2964149328391848,0.771883948592984,0.8245623847,0.6489675976766135
domain36,B,BoulwareTBNegotiator,True,BoulwareTBNegotiator,0.4651205011017554,0.5374228875,0.2964149328391848,BOA_Boulware,0.771883948592984,0.8245623847,0.6489675976766135,0.49904909037965,False,0.4651205011017554,0.5374228875,0.2964149328391848,0.4651205011017554,0.5374228875,0.2964149328391848,0.32799999999999996,0.4,0.16000000000000003,0.4651205011017554,0.5374228875,0.2964149328391848,0.771883948592984,0.8245623847,0.6489675976766135
domain36,B,NaiveTitForTatNegotiator,True,BoulwareTBNegotiator,0.5633130120000001,0.5633130120000001,0.5633130120000001,BOA_Boulware,0.771883948592984,0.8245623847,0.6489675976766135,0.5656528976603711,False,0.6017545157088713,0.6098937033,0.5827630779962377,0.5633130120000001,0.5633130120000001,0.5633130120000001,0.32799999999999996,0.4,0.16000000000000003,0.5633130120000001,0.5633130120000001,0.5633130120000001,0.771883948592984,0.8245623847,0.6489675976766135
domain36,B,TimeBasedConcedingNegotiator,True,BoulwareTBNegotiator,0.4651205011017554,0.5374228875,0.2964149328391848,BOA_Boulware,0.771883948592984,0.8245623847,0.6489675976766135,0.49904909037965,False,0.4651205011017554,0.5374228875,0.2964149328391848,0.4651205011017554,0.5374228875,0.2964149328391848,0.32799999999999996,0.4,0.16000000000000003,0.4651205011017554,0.5374228875,0.2964149328391848,0.771883948592984,0.8245623847,0.6489675976766135
domain36,B,BOA_Boulware,True,BoulwareTBNegotiator,0.7183719668446644,0.7669957172999999,0.6049165491155484,AspirationNegotiator,0.7183719668446644,0.7669957172999999,0.6049165491155484,0.6481318203087968,False,0.7183719668446644,0.7669957172999999,0.6049165491155484,0.7183719668446644,0.7669957172999999,0.6049165491155484,0.7183719668446644,0.7669957172999999,0.6049165491155484,0.7183719668446644,0.7669957172999999,0.6049165491155484,0.3671712341653264,0.42304350879999997,0.236802593351088
domain36,B,LinearTBNegotiator,True,BoulwareTBNegotiator,0.6211360546494797,0.7335633326,0.35880573943159944,BOA_Boulware,0.771883948592984,0.8245623847,0.6489675976766135,0.6703424887250908,False,0.6211360546494797,0.7335633326,0.35880573943159944,0.6211360546494797,0.7335633326,0.35880573943159944,0.7164203310840307,0.7294038754000001,0.686125394346769,0.6211360546494797,0.7335633326,0.35880573943159944,0.771883948592984,0.8245623847,0.6489675976766135
domain36,B,ConcederTBNegotiator,True,BoulwareTBNegotiator,0.7489310334413821,0.8941354861999999,0.4101206436712742,BOA_Boulware,0.8049711263164303,0.9521094936,0.4616482693214342,0.7333506209953956,False,0.7489310334413821,0.8941354861999999,0.4101206436712742,0.7489310334413821,0.8941354861999999,0.4101206436712742,0.6149888783364011,0.7181261374,0.3743352738546703,0.7489310334413821,0.8941354861999999,0.4101206436712742,0.8049711263164303,0.9521094936,0.4616482693214342
domain36,B,BOA_Hardliner,True,BoulwareTBNegotiator,0.7164203310840307,0.7294038754000001,0.686125394346769,AspirationNegotiator,0.7164203310840307,0.7294038754000001,0.686125394346769,0.5817707366538928,False,0.7164203310840307,0.7294038754000001,0.686125394346769,0.7164203310840307,0.7294038754000001,0.686125394346769,0.7164203310840307,0.7294038754000001,0.686125394346769,0.7164203310840307,0.7294038754000001,0.686125394346769,0.043172358933340926,0.0455779447,0.0375593254778031
domain36,B,BOA_Conceder,True,BoulwareTBNegotiator,0.5283417166043481,0.6276520643,0.2966175719811606,NaiveTitForTatNegotiator,0.7164203310840307,0.7294038754000001,0.686125394346769,0.5621292265038091,False,0.5283417166043481,0.6276520643,0.2966175719811606,0.5283417166043481,0.6276520643,0.2966175719811606,0.7164203310840307,0.7294038754000001,0.686125394346769,0.5283417166043481,0.6276520643,0.2966175719811606,0.5092006516219704,0.6442783051000001,0.19401946017323468
domain36,B,BOA_Moderate,True,BoulwareTBNegotiator,0.5970587724145747,0.6914033897,0.3769213320819158,NaiveTitForTatNegotiator,0.7164203310840307,0.7294038754000001,0.686125394346769,0.6033594599899451,False,0.5970587724145747,0.6914033897,0.3769213320819158,0.5970587724145747,0.6914033897,0.3769213320819158,0.7164203310840307,0.7294038754000001,0.686125394346769,0.5970587724145747,0.6914033897,0.3769213320819158,0.5092006516219704,0.6442783051000001,0.19401946017323468
domain36,B,MiCRONegotiator,False,BoulwareTBNegotiator,0.8018403034016246,0.8236117759,0.7510402009054153,AspirationNegotiator,0.8018403034016246,0.8236117759,0.7510402009054153,0.7465334267051419,False,0.8018403034016246,0.8236117759,0.7510402009054153,0.8018403034016246,0.8236117759,0.7510402009054153,0.7529674272043321,0.7664524484999999,0.7215023775144405,0.8018403034016246,0.8236117759,0.7510402009054153,0.5741787961165031,0.599441407,0.5152327040550105
domain36,B,NiceNegotiator,False,BoulwareTBNegotiator,0.75989417461,1.0,0.19964724869999997,AspirationNegotiator,0.75989417461,1.0,0.19964724869999997,0.75989417461,False,0.75989417461,1.0,0.19964724869999997,0.75989417461,1.0,0.19964724869999997,0.75989417461,1.0,0.19964724869999997,0.75989417461,1.0,0.19964724869999997,0.75989417461,1.0,0.19964724869999997
domain36,B,RandomNegotiator,False,BoulwareTBNegotiator,0.75989417461,1.0,0.19964724869999997,AspirationNegotiator,0.75989417461,1.0,0.19964724869999997,0.75989417461,False,0.75989417461,1.0,0.19964724869999997,0.75989417461,1.0,0.19964724869999997,0.75989417461,1.0,0.19964724869999997,0.75989417461,1.0,0.19964724869999997,0.75989417461,1.0,0.19964724869999997
domain36,B,ToughNegotiator,False,BoulwareTBNegotiator,0.5633130120000001,0.5633130120000001,0.5633130120000001,AspirationNegotiator,0.5633130120000001,0.5633130120000001,0.5633130120000001,0.5162504096,False,0.5633130120000001,0.5633130120000001,0.5633130120000001,0.5633130120000001,0.5633130120000001,0.5633130120000001,0.32799999999999996,0.4,0.16000000000000003,0.5633130120000001,0.5633130120000001,0.5633130120000001,0.5633130120000001,0.5633130120000001,0.5633130120000001
domain36,B,SimpleTitForTatNegotiator,False,BoulwareTBNegotiator,0.5633130120000001,0.5633130120000001,0.5633130120000001,BOA_Boulware,0.771883948592984,0.8245623847,0.6489675976766135,0.5656528976603711,False,0.6017545157088713,0.6098937033,0.5827630779962377,0.5633130120000001,0.5633130120000001,0.5633130120000001,0.32799999999999996,0.4,0.16000000000000003,0.5633130120000001,0.5633130120000001,0.5633130120000001,0.771883948592984,0.8245623847,0.6489675976766135
