domain_id,role,opponent,opponent_seen,agent,utility,opp_utility,nash,score,agreement
domain00,B,BOA_Conceder,True,TimeBasedConcedingNegotiator,0.7475363352,0.4951597403,0.3701498976024457,0.6343204039207336,True
domain00,B,BOA_Conceder,True,BOA_Boulware,0.643816349,0.1556749152,0.10022605553494861,0.4807392609604845,True
domain00,B,BOA_Moderate,True,AspirationNegotiator,0.6041755472,0.3079930536,0.18608187169257895,0.4787474445477737,True
domain00,B,BOA_Moderate,True,BoulwareTBNegotiator,0.6046842072,0.17028232720000003,0.10296703402310302,0.4541690552469309,True
domain00,B,BOA_Moderate,True,NaiveTitForTatNegotiator,1.0,0.2273268976,0.2273268976,0.76819806928,True
domain00,B,BOA_Moderate,True,TimeBasedConcedingNegotiator,0.6046842072,0.17028232720000003,0.10296703402310302,0.4541690552469309,True
domain00,B,BOA_Moderate,True,BOA_Boulware,0.643816349,0.1556749152,0.10022605553494861,0.4807392609604845,True
domain00,B,MiCRONegotiator,False,AspirationNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,MiCRONegotiator,False,BoulwareTBNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,MiCRONegotiator,False,NaiveTitForTatNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,MiCRONegotiator,False,TimeBasedConcedingNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,MiCRONegotiator,False,BOA_Boulware,0.3066774631,0.9142047992000001,0.28036600857250094,0.29878402674175025,True
domain00,B,NiceNegotiator,False,AspirationNegotiator,1.0,0.2273268976,0.2273268976,0.76819806928,True
domain00,B,NiceNegotiator,False,BoulwareTBNegotiator,1.0,0.2273268976,0.2273268976,0.76819806928,True
domain00,B,NiceNegotiator,False,NaiveTitForTatNegotiator,1.0,0.2273268976,0.2273268976,0.76819806928,True
domain00,B,NiceNegotiator,False,TimeBasedConcedingNegotiator,1.0,0.2273268976,0.2273268976,0.76819806928,True
domain00,B,NiceNegotiator,False,BOA_Boulware,1.0,0.2273268976,0.2273268976,0.76819806928,True
domain00,B,RandomNegotiator,False,AspirationNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,RandomNegotiator,False,BoulwareTBNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,RandomNegotiator,False,NaiveTitForTatNegotiator,1.0,0.2273268976,0.2273268976,0.76819806928,True
domain00,B,RandomNegotiator,False,TimeBasedConcedingNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,RandomNegotiator,False,BOA_Boulware,1.0,0.2273268976,0.2273268976,0.76819806928,True
domain00,B,ToughNegotiator,False,AspirationNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,ToughNegotiator,False,BoulwareTBNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,ToughNegotiator,False,NaiveTitForTatNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,ToughNegotiator,False,TimeBasedConcedingNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,ToughNegotiator,False,BOA_Boulware,0.2061406266,1.0,0.2061406266,0.2061406266,True
domain00,B,SimpleTitForTatNegotiator,False,AspirationNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,SimpleTitForTatNegotiator,False,BoulwareTBNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,SimpleTitForTatNegotiator,False,NaiveTitForTatNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,SimpleTitForTatNegotiator,False,TimeBasedConcedingNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,SimpleTitForTatNegotiator,False,BOA_Boulware,0.2445874631,0.912100694,0.2230883948372094,0.23813774262116283,True
domain00,B,TopFractionNegotiator,False,AspirationNegotiator,0.4629883572,0.8532732772,0.3950555928534882,0.44260852789604643,True
domain00,B,TopFractionNegotiator,False,BoulwareTBNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,TopFractionNegotiator,False,NaiveTitForTatNegotiator,0.4,0.4,0.16000000000000003,0.32799999999999996,False
domain00,B,TopFractionNegotiator,False,TimeBasedConcedingNegotiator,0.4927100163,0.8552768228,0.4214034573028002,0.47131804860084003,True
domain00,B,TopFractionNegotiator,False,BOA_Boulware,0.312823779,0.8560780231999999,0.26780156233627367,0.2993171140008821,True
domain00,B,FirstOfferOrientedTBNegotiator,False,AspirationNegotiator,0.759026922,0.5872007999,0.4457012157440349,0.6650292101232105,True
domain00,B,FirstOfferOrientedTBNegotiator,False,BoulwareTBNegotiator,0.759026922,0.5872007999,0.4457012157440349,0.6650292101232105,True
domain00,B,FirstOfferOrientedTBNegotiator,False,NaiveTitForTatNegotiator,0.759026922,0.5872007999,0.4457012157440349,0.6650292101232105,True
domain00,B,FirstOfferOrientedTBNegotiator,False,TimeBasedConcedingNegotiator,0.759026922,0.5872007999,0.4457012157440349,0.6650292101232105,True
domain00,B,FirstOfferOrientedTBNegotiator,False,BOA_Boulware,0.3401933165,0.5302879349999999,0.1804004113075864,0.29225544494227595,True
domain01,A,AspirationNegotiator,True,AspirationNegotiator,0.7318310816999999,0.6690628071999999,0.4896409579184144,0.6591740445655243,True
domain01,A,AspirationNegotiator,True,BoulwareTBNegotiator,0.7318310816999999,0.6690628071999999,0.4896409579184144,0.6591740445655243,True
domain01,A,AspirationNegotiator,True,NaiveTitForTatNegotiator,0.7318310816999999,0.6690628071999999,0.4896409579184144,0.6591740445655243,True
domain01,A,AspirationNegotiator,True,TimeBasedConcedingNegotiator,0.7318310816999999,0.6690628071999999,0.4896409579184144,0.6591740445655243,True
domain01,A,AspirationNegotiator,True,BOA_Boulware,0.5582928157,0.7796479413,0.43527184440308536,0.5213865243109257,True
domain01,A,BoulwareTBNegotiator,True,AspirationNegotiator,0.6374996652,0.7657907477,0.4881913452720077,0.5927071692216023,True
