num_issues,total_values,avg_values_per_issue,max_values_per_issue,min_values_per_issue,log_outcome_space_size,reserved_value,max_weight,min_weight,weight_std,weight_entropy,avg_value_std,weight_concentration,first_offer_utility,e,opponent_type,agent_utility,opponent_utility,nash_product,score,agreement_reached,rounds,domain_id,role
6,32,5.333333333333333,14,2,12.562242424221072,0.4,0.48433,0.0047,0.1499824227108704,0.7929785363031443,0.39832149678221623,0.3016350293999999,0.4277250184,0.3,FirstOfferOrientedTBNegotiator,0.7356236211,0.8303376438000001,0.610815984267798,0.6981813300503394,True,79,domain40,A
6,32,5.333333333333333,14,2,12.562242424221072,0.4,0.48433,0.0047,0.1499824227108704,0.7929785363031443,0.39832149678221623,0.3016350293999999,0.4277250184,0.5,FirstOfferOrientedTBNegotiator,0.6786279651,0.8429731091999999,0.572065125730416,0.6466591132891248,True,74,domain40,A
6,32,5.333333333333333,14,2,12.562242424221072,0.4,0.48433,0.0047,0.1499824227108704,0.7929785363031443,0.39832149678221623,0.3016350293999999,0.4277250184,0.7,FirstOfferOrientedTBNegotiator,0.5933260329000001,0.820472262,0.4868075523169495,0.561370488725085,True,77,domain40,A
6,32,5.333333333333333,14,2,12.562242424221072,0.4,0.48433,0.0047,0.1499824227108704,0.7929785363031443,0.39832149678221623,0.3016350293999999,0.4277250184,1.0,FirstOfferOrientedTBNegotiator,0.5367234849000001,0.8503231713999999,0.45638841584502804,0.5126229641835085,True,78,domain40,A
6,32,5.333333333333333,14,2,12.562242424221072,0.4,0.48433,0.0047,0.1499824227108704,0.7929785363031443,0.39832149678221623,0.3016350293999999,0.4277250184,1.5,FirstOfferOrientedTBNegotiator,0.44865516710000003,0.7205761202000001,0.3232901996166007,0.4110456768549802,True,89,domain40,A
6,32,5.333333333333333,14,2,12.562242424221072,0.4,0.48433,0.0047,0.1499824227108704,0.7929785363031443,0.39832149678221623,0.3016350293999999,0.4277250184,2.0,FirstOfferOrientedTBNegotiator,0.4627296869,0.7746244956,0.35844175031405845,0.43144330592421754,True,81,domain40,A
6,32,5.333333333333333,14,2,12.562242424221072,0.4,0.49131,0.01458,0.15843794617732487,0.7709308288330984,0.40648195040318286,0.3172821634000001,0.18919956379999997,0.05,AspirationNegotiator,0.8240299172000001,0.5984417925000001,0.4931339407227947,0.7247611242568385,True,95,domain40,B
6,32,5.333333333333333,14,2,12.562242424221072,0.4,0.49131,0.01458,0.15843794617732487,0.7709308288330984,0.40648195040318286,0.3172821634000001,0.18919956379999997,0.1,AspirationNegotiator,0.7373631092,0.5739879651,0.4232375505895171,0.6431254416168551,True,93,domain40,B
6,32,5.333333333333333,14,2,12.562242424221072,0.4,0.49131,0.01458,0.15843794617732487,0.7709308288330984,0.40648195040318286,0.3172821634000001,0.18919956379999997,0.2,AspirationNegotiator,0.5829455852000001,0.7226076981,0.42124096743892947,0.5344341998716788,True,94,domain40,B
6,32,5.333333333333333,14,2,12.562242424221072,0.4,0.49131,0.01458,0.15843794617732487,0.7709308288330984,0.40648195040318286,0.3172821634000001,0.18919956379999997,0.3,AspirationNegotiator,0.7006075878,0.8815216781,0.6176007764870491,0.6757055444061147,True,82,domain40,B
