domain_id,role,opponent,opponent_seen,score,utility,opp_utility,nash,agreement,rounds,predicted_e
domain01,B,MiCRONegotiator,False,0.6143391468315685,0.6149477899,0.9967008414999999,0.6129189796718951,True,90,0.30717262625694275
domain01,B,NiceNegotiator,False,0.8219830720599999,0.9999999999999999,0.4066102402,0.4066102401999999,True,1,0.5
domain01,B,RandomNegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,2,0.306810200214386
domain01,B,ToughNegotiator,False,0.32799999999999996,0.4,0.4,0.16000000000000003,False,100,3.0
domain01,B,SimpleTitForTatNegotiator,False,0.6999166816893689,0.7119328584999999,0.9437391852,0.6718789357978968,True,84,0.30717262625694275
domain01,B,TopFractionNegotiator,False,0.6052470751418775,0.6385241277,0.8262814141,0.527600619172925,True,88,0.30717262625694275
domain01,B,FirstOfferOrientedTBNegotiator,False,0.6999166816893689,0.7119328584999999,0.9437391852,0.6718789357978968,True,57,0.9215178787708282
domain02,A,AspirationNegotiator,True,0.7535894027632385,0.7643689242,0.9529916288,0.7284371860774618,True,55,0.705348014831543
domain02,A,BoulwareTBNegotiator,True,0.7535894027632385,0.7643689242,0.9529916288,0.7284371860774618,True,55,0.705348014831543
domain02,A,NaiveTitForTatNegotiator,True,0.4819109810570763,0.5526987941999999,0.5730778145,0.3167394170569212,True,81,0.23511600494384766
domain02,A,TimeBasedConcedingNegotiator,True,0.7535894027632385,0.7643689242,0.9529916288,0.7284371860774618,True,55,0.705348014831543
domain02,A,BOA_Boulware,True,0.7535894027632385,0.7643689242,0.9529916288,0.7284371860774618,True,62,0.705348014831543
domain02,A,LinearTBNegotiator,True,0.8686686224378928,0.9960260176,0.5737815649,0.5715013670596429,True,72,0.23511600494384766
domain02,A,ConcederTBNegotiator,True,0.8657532784299999,1.0,0.5525109281,0.5525109281,True,32,0.3520025908946991
domain02,A,BOA_Hardliner,True,0.5600629066,0.5600629066,0.9999999999999999,0.5600629065999999,True,71,2.116044044494629
domain02,A,BOA_Conceder,True,0.7777271854026813,0.8885620536000001,0.5842163649,0.5191124929422709,True,71,0.23511600494384766
domain02,A,BOA_Moderate,True,0.6902235576771408,0.791027211,0.5752204563,0.4550150332571363,True,86,0.23511600494384766
domain02,A,MiCRONegotiator,False,0.7535894027632385,0.7643689242,0.9529916288,0.7284371860774618,True,82,0.23511600494384766
domain02,A,NiceNegotiator,False,0.8657532784299999,1.0,0.5525109281,0.5525109281,True,1,0.5
domain02,A,RandomNegotiator,False,0.8657532784299999,1.0,0.5525109281,0.5525109281,True,3,0.18797661364078522
domain02,A,ToughNegotiator,False,0.5600629066,0.5600629066,0.9999999999999999,0.5600629065999999,True,71,2.116044044494629
domain02,A,SimpleTitForTatNegotiator,False,0.4819109810570763,0.5526987941999999,0.5730778145,0.3167394170569212,True,81,0.23511600494384766
domain02,A,TopFractionNegotiator,False,0.7574552020393059,0.8344459716,0.6924475553,0.5778100730643533,True,75,0.23511600494384766
domain02,A,FirstOfferOrientedTBNegotiator,False,0.7535894027632385,0.7643689242,0.9529916288,0.7284371860774618,True,55,0.705348014831543
domain02,B,AspirationNegotiator,True,0.6914573702990168,0.7181915649,0.8759189242,0.6290775828967224,True,68,0.6983534842729568
domain02,B,BoulwareTBNegotiator,True,0.6718093839988835,0.6969209281,0.8798929066,0.6132157810962785,True,68,0.6983534842729568
domain02,B,NaiveTitForTatNegotiator,True,0.4663242320641793,0.5175039106,0.670342726,0.3469049821472643,True,71,2.0950604528188705
domain02,B,TimeBasedConcedingNegotiator,True,0.6718093839988835,0.6969209281,0.8798929066,0.6132157810962785,True,68,0.6983534842729568
