domain_id,agent_a,agent_b,utility_a,utility_b,nash,agreement,hybrid_e_a,hybrid_e_b
domain02,MiCRONegotiator,HybridAgent,0.9999999999999999,0.5600629066,0.5600629065999999,True,,0.23511600494384766
domain02,MiCRONegotiator,AspirationNegotiator,0.8744816288,0.8653189242,0.7567055022658797,True,,
domain02,MiCRONegotiator,BoulwareTBNegotiator,0.8744816288,0.8653189242,0.7567055022658797,True,,
domain02,MiCRONegotiator,NaiveTitForTatNegotiator,0.9529916288,0.7643689242,0.7284371860774618,True,,
domain02,MiCRONegotiator,TimeBasedConcedingNegotiator,0.8744816288,0.8653189242,0.7567055022658797,True,,
domain02,MiCRONegotiator,NiceNegotiator,0.9999999999999999,0.5600629066,0.5600629065999999,True,,
domain02,NiceNegotiator,HybridAgent,0.5525109281,1.0,0.5525109281,True,,0.3128855526447296
domain02,NiceNegotiator,AspirationNegotiator,0.5525109281,1.0,0.5525109281,True,,
domain02,NiceNegotiator,BoulwareTBNegotiator,0.5525109281,1.0,0.5525109281,True,,
domain02,NiceNegotiator,NaiveTitForTatNegotiator,0.5525109281,1.0,0.5525109281,True,,
